,글쎄요,보고싶어요,참여인원,평점,title,y,런타임,장르,개봉일,등급,개봉년도,개봉월
648,0,0,53,6.53,바리바리 짱 (Baribari Zzang),0,83,"['가족', '코미디', '모험', '액션']",['2005.08.19'],12세,2005,8
649,166,316,139,6.09,바리새인 (A Pharisee),0,76,['드라마'],['2014.09.25'],청소년,2014,9
650,0,0,16,7.94,바보야,0,73,['다큐멘터리'],"['2013.02.14', '2011.04.21']",전체,2013,2
651,0,0,826,8.97,박수건달 (Man on the Edge),1,127,['코미디'],['2013.01.09'],15세,2013,1
652,0,0,201,8.44,박수칠 때 떠나라 (The Big Scene),1,115,"['코미디', '미스터리', '드라마']",['2005.08.11'],15세,2005,8
653,912,7265,858,9.15,박열 (Anarchist from Colony),1,129,"['드라마', '모험', '멜로/로맨스']",['2017.06.28'],12세,2017,6
654,0,0,406,7.92,박쥐 (Thirst),1,133,['멜로/로맨스'],['2009.04.30'],청소년,2009,4
655,39,361,27,9.63,박화영 (Park Hwa-young),0,110,"['드라마', '범죄', '멜로/로맨스']",[],,0,0
656,0,0,149,8.98,반가운 살인자,1,107,"['코미디', '범죄', '스릴러']",['2010.04.08'],15세,2010,4
657,0,0,75,7.07,반두비 (Bandhobi),0,107,"['드라마', '멜로/로맨스']",['2009.06.25'],청소년,2009,6
658,497,2344,264,8.45,반드시 잡는다 (The Chase),0,110,['스릴러'],['2017.11.29'],15세,2017,11
659,0,0,61,9.7,반드시 크게 들을 것,0,95,['다큐멘터리'],['2010.04.22'],15세,2010,4
660,0,0,34,8.79,반드시 크게 들을 것 2 : WILD DAYS (Turn It up to Eleven 2 : WILD DAYS),0,91,['다큐멘터리'],['2012.11.22'],12세,2012,11
661,15,190,28,9.71,반짝이는 박수 소리 (Glittering Hands),0,80,['다큐멘터리'],['2015.04.23'],전체,2015,4
662,0,0,770,9.15,반창꼬 (Love 911),1,120,"['드라마', '멜로/로맨스']",['2012.12.19'],15세,2012,12
663,330,1457,161,6.18,발광하는 현대사,0,232,['애니메이션'],[],청소년,0,0
664,0,0,30,7.9,발레 교습소 (Flying Boys),0,109,['드라마'],['2004.12.03'],15세,2004,12
665,11,132,26,8.0,밤벌레 (Night Bugs),0,33,[''],[],,0,0
666,34,118,18,6.44,밤섬해적단 서울불바다 (Bamseom Pirates Seoul Inferno),0,120,['다큐멘터리'],['2017.08.24'],15세,2017,8
667,0,0,383,8.99,밤의 여왕 (QUEEN OF THE NIGHT),0,113,"['멜로/로맨스', '코미디']",['2013.10.17'],15세,2013,10
668,11600,4677,1345,2.94,밤의 해변에서 혼자 (On the Beach at Night Alone),0,101,['드라마'],['2017.03.23'],청소년,2017,3
669,31,286,48,9.65,방 안의 코끼리 (Elephant in the Room),0,100,[''],['2016.03.03'],청소년,2016,3
670,0,0,156,7.78,방가? 방가! (He's on Duty),0,110,['코미디'],['2010.09.30'],12세,2010,9
671,0,0,148,6.33,방과후 옥상 (See You After School),0,103,"['코미디', '드라마']",['2006.03.16'],15세,2006,3
672,0,0,13,6.69,방독피 (Anti Gas Skin),0,123,"['미스터리', '스릴러']",['2013.08.22'],청소년,2013,8
673,0,0,195,8.4,방자전 (The Servant),1,124,['드라마'],['2010.06.02'],청소년,2010,6
674,155,1932,290,9.16,방황하는 칼날 (Broken),0,122,"['스릴러', '범죄']",['2014.04.10'],청소년,2014,4
675,0,0,23,7.09,배꼽 (Horny Family),0,94,"['멜로/로맨스', '코미디']",['2013.01.17'],청소년,2013,1
676,119,519,11,7.91,배드민턴 (BADminton),0,26,['드라마'],[],,0,0
677,0,0,1358,9.4,배우는 배우다 (Rough Play),1,98,['드라마'],['2013.10.24'],청소년,2013,10
678,27,104,14,9.36,배짱이들 (For your youth),0,79,['다큐멘터리'],['2016.05.12'],12세,2016,5
679,12,72,26,9.46,백년해로외전 (Be With Me),0,30,"['드라마', '판타지', '멜로/로맨스']",[],12세,0,0
680,0,0,1142,7.88,백만장자의 첫사랑 (A Millionaires First Love),1,116,['멜로/로맨스'],['2006.02.09'],12세,2006,2
681,0,0,25,6.55,백야 (White Night),0,75,"['드라마', '멜로/로맨스']",['2012.11.15'],청소년,2012,11
682,138,1123,425,9.54,백프로 (Professional Mr.Baek),1,109,"['코미디', '드라마']",['2014.04.03'],15세,2014,4
683,388,998,331,8.29,번개맨 (Bungaeman),0,72,['판타지'],['2016.02.11'],전체,2016,2
684,0,2,27,9.42,번지 점프를 하다 (Bungee Jumping Of Their Own),0,101,['멜로/로맨스'],"['2017.11.02', '2001.02.03']",15세,2017,11
685,0,0,26,9.04,벌거숭이 (A Mere Life),0,76,"['범죄', '드라마']",['2013.09.26'],청소년,2013,9
686,1129,7567,1210,9.27,범죄도시 (THE OUTLAWS),1,121,['액션'],['2017.10.03'],청소년,2017,10
687,0,0,160,8.28,범죄소년 (Juvenile Offender),0,107,['드라마'],['2012.11.22'],15세,2012,11
688,0,0,227,9.31,범죄와의 전쟁 : 나쁜놈들 전성시대 (Nameless Gangster : Rules of Time),1,133,"['범죄', '드라마']",['2012.02.02'],청소년,2012,2
689,191,1047,73,9.07,범죄의 여왕 (The Queen of Crime),0,103,['스릴러'],['2016.08.25'],15세,2016,8
690,0,0,21,8.43,법정 스님의 의자,0,75,['다큐멘터리'],"['2012.05.24', '2011.05.12']",전체,2012,5
691,0,0,49,9.07,베드 (B·E·D),0,91,"['멜로/로맨스', '드라마']","['2015.03.12', '2013.01.17']",청소년,2015,3
692,0,0,100,8.82,베스트셀러 (Bestseller),1,117,['미스터리'],['2010.04.15'],15세,2010,4
693,1339,9952,688,8.89,베테랑 (Veteran),1,123,"['액션', '드라마']",['2015.08.05'],15세,2015,8
694,24,47,11,6.18,변강쇠 VS 어우동,0,80,['멜로/로맨스'],['2017.10.31'],청소년,2017,10
695,0,0,2667,6.08,변호인 (The Attorney),1,127,['드라마'],['2013.12.18'],15세,2013,12
696,0,0,12,9.75,별별 이야기 (If You Were Me: Anima Vision),0,72,"['애니메이션', '가족']",['2005.09.23'],,2005,9
697,0,0,24,7.42,별빛 속으로 (For Eternal Hearts),0,103,"['멜로/로맨스', '드라마']",['2007.08.09'],12세,2007,8
698,0,0,10,7.25,별일아니다 (Ordinary Days),0,124,['드라마'],['2014.02.13'],15세,2014,2
699,461,2752,200,8.26,보안관 (The Sheriff in Town),1,115,"['범죄', '코미디']",['2017.05.03'],15세,2017,5
700,4,72,34,10.0,"보이후드, 그 해 여름 우리는 뜨거웠다 (Boys and Bows)",0,70,['다큐멘터리'],[],,0,0
701,51,90,33,7.55,보전자전,0,65,[''],[],청소년,0,0
702,363,2459,366,9.23,보통사람 (Ordinary Person),1,121,['드라마'],['2017.03.23'],15세,2017,3
703,0,0,827,7.9,복면 달호 (Highway Star),0,114,"['코미디', '드라마']",['2007.02.14'],12세,2007,2
704,2,3,21,8.1,복서즈 다이아몬드 (Boxer's Diamond),0,10,['드라마'],[],,0,0
705,0,0,55,8.69,복수혈전 (A Bloody Battle For Revenge),0,88,['액션'],['1992.10.10'],15세,1992,10
706,0,0,311,8.59,복숭아나무 (The Peachtree),0,106,"['드라마', '멜로/로맨스']",['2012.10.31'],15세,2012,10
707,0,0,98,8.7,볼츠와 블립 (Bolts & Blip),0,77,"['애니메이션', '가족', '판타지', 'SF']",['2012.02.23'],전체,2012,2
708,141,754,68,9.54,봄 (late spring),0,102,['드라마'],['2014.11.20'],청소년,2014,11
709,0,0,17,8.94,봄 여름 가을 겨울 그리고 봄 (Spring Summer Fall Winter and Spring),0,106,['드라마'],['2003.09.19'],15세,2003,9
710,0,0,15,7.6,"봄, 눈 (Spring, Snow)",0,109,['드라마'],['2012.04.26'],전체,2012,4
711,4,258,27,9.41,봄이니까 (It's Spring),0,14,['애니메이션'],[],,0,0
712,1217,20055,865,8.82,봉이 김선달 (Seondal: The Man who Sells the River),0,121,"['코미디', '모험']",['2016.07.06'],12세,2016,7
713,31,93,16,9.6,부곡 하와이 (Bugok Hawaii: Illusionary Paradise),0,84,['드라마'],['2015.04.30'],청소년,2015,4
714,0,0,111,9.5,부당거래 (The Unjust),1,119,"['범죄', '드라마']",['2010.10.28'],청소년,2010,10
715,487,3484,825,9.11,부라더 (The Bros),1,102,['코미디'],['2017.11.02'],12세,2017,11
716,0,0,291,8.74,부러진 화살 (Unbowed),1,100,['드라마'],['2012.01.18'],15세,2012,1
717,23,235,90,9.72,부릉! 부릉! 브루미즈: 스피더의 모험 일기 (Vroom! Vroom! Vroomiz),0,60,['애니메이션'],['2016.12.15'],전체,2016,12
718,14,86,12,9.83,부부의 스폰서,0,99,[''],['2016.09.09'],청소년,2016,9
719,0,0,128,8.59,부산 (父.山),0,101,"['액션', '드라마']",['2009.10.15'],청소년,2009,10
720,8779,62952,5152,8.23,부산행 (TRAIN TO BUSAN),1,118,"['액션', '스릴러']",['2016.07.20'],15세,2016,7
721,0,0,87,9.54,북극의 눈물 (Tears In The Arctic),0,86,['다큐멘터리'],['2009.10.15'],전체,2009,10
722,0,0,161,9.1,분노의 윤리학 (An Ethics Lesson),0,110,"['범죄', '드라마']",['2013.02.21'],청소년,2013,2
723,50,254,55,9.13,분장 (LOST TO SHAME),0,103,['드라마'],['2017.09.27'],15세,2017,9
724,0,0,22,9.36,분홍돌고래 (Boto),0,78,['드라마'],['2010.07.01'],12세,2010,7
725,0,0,13,8.38,"불꽃 슛 통키 (Shoot Fireworks, Tonkey)",0,106,['액션'],['1993.08.08'],전체,1993,8
726,0,0,276,8.35,불꽃처럼 나비처럼 (The Sword With No Name),1,124,"['드라마', '멜로/로맨스', '액션']",['2009.09.24'],15세,2009,9
727,0,0,102,8.49,불량남녀,0,108,['코미디'],['2010.11.04'],15세,2010,11
728,7,56,11,9.0,불륜 (Unlawful Love),0,15,['드라마'],[],,0,0
729,21,48,47,6.68,불륜가족,0,72,['멜로/로맨스'],[],청소년,0,0
730,0,0,119,8.19,불신지옥 (Possessed),0,106,"['공포', '미스터리']",['2009.08.12'],15세,2009,8
731,997,418,344,3.13,불안한 외출 (The Anxious Day Out),0,90,['다큐멘터리'],['2015.12.10'],15세,2015,12
732,64,321,61,6.26,불온한 당신 (Troublers),0,99,['다큐멘터리'],['2017.07.20'],15세,2017,7
733,1,97,13,8.69,불청객 - 반가운 손님,0,87,['드라마'],['2016.09.29'],청소년,2016,9
734,822,3041,1015,8.74,불한당: 나쁜 놈들의 세상 (The Merciless),0,120,"['범죄', '액션', '드라마']",['2017.05.17'],청소년,2017,5
735,0,0,90,9.02,붉은 가족 (Red Family),0,99,"['드라마', '액션', '서스펜스']",['2013.11.06'],15세,2013,11
736,0,0,20,7.4,붉은 바캉스 검은 웨딩 2 (Red Vacance Black Wedding 2),0,88,['스릴러'],['2013.11.28'],청소년,2013,11
737,25,72,35,7.31,붉은 비키니,0,86,[''],[],청소년,0,0
738,6346,17219,2667,5.65,뷰티 인사이드 (The Beauty Inside),1,127,['멜로/로맨스'],['2015.08.20'],12세,2015,8
739,0,0,72,8.57,뷰티풀 선데이 (Beautiful Sunday),0,117,"['드라마', '액션', '스릴러', '범죄']",['2007.03.29'],청소년,2007,3
740,0,0,19,9.05,뷰티풀 차일드 (Beautiful Child),0,93,['다큐멘터리'],['2013.11.28'],전체,2013,11
741,8,504,145,9.95,뷰티풀 투모로우 (Beautiful Tomorrow),1,68,['드라마'],['2017.10.26'],12세,2017,10
742,0,0,62,8.47,브라보 마이 라이프 (Bravo My Life),0,120,"['코미디', '드라마']",['2007.09.06'],12세,2007,9
743,0,0,33,9.67,브라보! 재즈 라이프 (Bravo! Jazz Life),0,105,['다큐멘터리'],['2010.12.16'],전체,2010,12
744,3,128,17,9.88,브링 홈: 아버지의 땅 (Pha-sa Bhu-thuk),0,82,"['다큐멘터리', '']",['2016.09.01'],전체,2016,9
745,1102,8614,582,8.27,브이아이피 (V.I.P.),0,128,"['범죄', '드라마']",['2017.08.23'],청소년,2017,8
746,26,191,44,8.64,블랙딜 (BLACKDEAL),0,87,['다큐멘터리'],['2014.07.03'],12세,2014,7
747,0,0,13,9.08,블러디 쉐이크 (Bloody Shake),0,105,"['드라마', '판타지', '공포', '스릴러']",['2010.05.27'],청소년,2010,5
748,0,0,37,8.54,비념 (Jeju Prayer),0,93,['다큐멘터리'],['2013.04.03'],15세,2013,4
749,0,0,10,8.1,비단꽃길,0,91,['다큐멘터리'],['2013.10.17'],전체,2013,10
750,7,435,52,9.71,비둘기는 날지 않는다 (Doves Do Not Fly),0,18,['애니메이션'],[],12세,0,0
751,214,132,41,2.9,비밀: 아내의 남자,0,86,"['드라마', '스릴러']",[],청소년,0,0
752,749,3971,173,8.73,비밀은 없다 (The Truth Beneath),0,102,['스릴러'],['2016.06.23'],청소년,2016,6
753,0,0,168,9.72,비스트 앵콜 콘서트 3D (Welcome Back to Beast Airline),0,90,['공연실황'],['2012.02.29'],전체,2012,2
754,0,0,121,9.31,비스티 보이즈 (Beastie Boys),0,123,['드라마'],['2008.04.30'],청소년,2008,4
755,110,534,33,5.88,비스티걸스 (BEASTIE GIRLS),0,108,"['드라마', '멜로/로맨스']",['2017.07.13'],청소년,2017,7
756,866,2648,759,8.3,비정규직 특수요원 (PART-TIME SPY),0,117,"['코미디', '액션']",['2017.03.16'],15세,2017,3
757,0,0,48,8.46,비정한 도시,0,90,"['스릴러', '미스터리']",['2012.10.25'],청소년,2012,10
758,35,329,79,9.08,비처럼 음악처럼 (Rain & Rain),0,97,['드라마'],[],12세,0,0
759,20,167,42,9.1,비치온더비치 (Bitch On the Beach),0,99,"['멜로/로맨스', '드라마']",['2016.12.08'],청소년,2016,12
760,739,4634,564,8.77,빅매치 (Big Match),0,112,['액션'],['2014.11.26'],15세,2014,11
761,934,6640,299,8.93,빅뱅 메이드 (BIGBANG MADE),0,114,['다큐멘터리'],['2016.06.30'],12세,2016,6
762,11,119,15,9.93,빈센트 (VINCENT),0,99,['드라마'],['2017.12.14'],12세,2017,12
763,0,0,16,10.0,빼꼼의 머그잔 여행,0,76,"['애니메이션', '가족', '코미디', '모험']",['2007.03.22'],전체,2007,3
764,8,13,39,4.38,뻑큐멘터리 - 박통진리교 (FuckUmentary),0,95,['다큐멘터리'],[],,0,0
765,214,2730,46,9.7,"뽀로로 극장판 공룡섬 대모험 (Pororo, Dinosaur Island Adventure)",0,79,['애니메이션'],['2017.12.07'],전체,2017,12
766,0,0,153,9.01,"뽀로로 극장판 슈퍼썰매 대모험 (Pororo, THE RACING ADVENTURE)",0,77,['애니메이션'],['2013.01.23'],전체,2013,1
767,123,1000,160,9.76,"뽀로로 극장판 컴퓨터 왕국 대모험 (Pororo, Cyberspace Adventure)",0,62,['애니메이션'],['2015.12.10'],전체,2015,12
768,816,5209,396,8.31,사냥 (The Hunt),1,93,"['액션', '스릴러']",['2016.06.29'],15세,2016,6
769,2652,22459,557,8.67,사도 (The Throne),1,125,['드라마'],['2015.09.16'],12세,2015,9
770,39,117,19,8.63,사돈의 팔촌 (Kissing Cousin),0,103,"['드라마', '멜로/로맨스']",['2016.05.12'],15세,2016,5
771,0,0,19,9.68,사람을 찾습니다 (Missing Person),0,95,[''],['2009.12.17'],청소년,2009,12
772,0,0,407,6.69,사랑따윈 필요없어 (Love Me Not),0,119,"['드라마', '멜로/로맨스']",['2006.11.09'],15세,2006,11
773,0,0,290,5.08,사랑방 선수와 어머니 (Love At Sarang),0,107,['코미디'],['2007.08.08'],12세,2007,8
774,24,44,18,6.28,사랑에도 저작권이 있나요?,0,111,['코미디'],['2015.05.21'],청소년,2015,5
775,84,325,47,7.36,"사랑은 100℃ (Love, 100℃)",0,22,['멜로/로맨스'],[],청소년,0,0
776,0,0,281,8.98,사랑을 놓치다 (Lost In Love),0,118,"['드라마', '멜로/로맨스']",['2006.01.26'],15세,2006,1
777,0,0,88,9.14,사랑의 가위바위보 (One Perfect Day),0,35,"['멜로/로맨스', '코미디웹무비']",['2013.04.29'],12세,2013,4
778,0,0,61,6.48,사랑이 무서워,0,112,"['멜로/로맨스', '코미디']",['2011.03.10'],15세,2011,3
779,109,735,49,9.65,사랑이 이긴다 (Love Never Fails),0,100,"['가족', '드라마']",['2015.09.10'],15세,2015,9
780,753,7040,468,9.03,사랑하기 때문에 (BECAUSE I LOVE YOU),1,110,"['코미디', '멜로/로맨스']",['2017.01.04'],12세,2017,1
781,0,0,424,6.02,"사랑하니까, 괜찮아 (Fly High)",0,111,"['드라마', '멜로/로맨스']",['2006.08.17'],12세,2006,8
782,0,0,216,9.5,"사랑한다, 사랑하지 않는다 (Come Rain, Come Shine)",1,105,['멜로/로맨스'],['2011.03.03'],15세,2011,3
783,0,0,54,8.98,사랑할 때 이야기하는 것들 (Solace),0,114,"['멜로/로맨스', '드라마']",['2006.11.30'],15세,2006,11
784,0,0,97,8.05,"사랑해! 진영아 (My Dear Girl, Jin-young)",0,102,['드라마'],['2013.11.07'],15세,2013,11
785,0,0,54,7.85,"사랑해, 말순씨 (Bravo, My Life)",0,92,"['드라마', '코미디']",['2005.11.03'],12세,2005,11
786,0,0,52,9.42,"사물의 비밀 (Secrets, Objects)",0,112,['멜로/로맨스'],['2011.11.17'],청소년,2011,11
787,28,124,30,6.67,사슬-두여자의유혹,0,100,"['멜로/로맨스', '스릴러']",['2017.04.11'],청소년,2017,4
788,0,0,29,8.31,사요나라 이츠카 (サヨナライツカ),0,133,"['드라마', '멜로/로맨스']",['2010.04.15'],청소년,2010,4
789,20,146,16,9.88,사월의 끝 (The End of April),0,120,"['드라마', '스릴러', '미스터리']",['2017.09.14'],청소년,2017,9
790,0,0,142,9.27,사이비 (The Fake),0,100,"['애니메이션', '스릴러']",['2013.11.21'],청소년,2013,11
791,0,0,14,7.79,사이에서,0,71,['드라마'],['2012.11.22'],청소년,2012,11
792,0,0,15,2.07,사자성어 (四者性語),0,98,"['판타지', '드라마']",['2002.11.01'],청소년,2002,11
793,7,19,13,5.77,사촌누나와 동거,0,80,['멜로/로맨스'],['2017.11.24'],청소년,2017,11
794,85,405,101,8.31,사촌여동생,0,90,[''],['2017.06.13'],청소년,2017,6
795,37,112,19,8.89,사토미를 찾아라 (Where's Satomi?),0,88,['코미디'],['2014.10.16'],청소년,2014,10
796,52,194,21,8.15,산다 (Alive),0,166,['드라마'],['2015.05.21'],청소년,2015,5
797,134,554,86,8.48,산상수훈 (Sermon on the Mount),0,124,['드라마'],['2017.12.07'],전체,2017,12
798,4,82,28,9.75,산책가 (Shall We Take A Walk?),0,9,['애니메이션'],[],전체,0,0
799,95,753,45,8.89,산타바바라,0,99,['멜로/로맨스'],['2014.07.16'],15세,2014,7
800,7,134,11,7.91,살아남은 아이 (Last Child),0,123,"['드라마', '가족', '미스터리', '서스펜스']",[],,0,0
801,0,0,138,9.41,살인의 강,0,99,['스릴러'],['2010.09.30'],청소년,2010,9
802,0,0,16,8.88,살인의 추억 (Memories Of Murder),0,132,"['범죄', '미스터리', '스릴러', '코미디', '드라마']",['2003.04.25'],15세,2003,4
803,1486,8238,259,8.61,살인의뢰 (The Deal),0,102,"['범죄', '스릴러']",['2015.03.12'],청소년,2015,3
804,0,0,196,9.28,살인자 (murderer),1,76,['스릴러'],['2014.01.15'],청소년,2014,1
805,2314,9811,998,7.95,살인자의 기억법 (MEMOIR OF A MURDERER),1,118,"['범죄', '스릴러']",['2017.09.06'],15세,2017,9
806,52,284,30,7.73,살인재능 (Gifted),0,103,['스릴러'],['2015.07.30'],청소년,2015,7
807,0,0,60,8.32,삼거리 극장 (The Ghost Theater),0,120,['뮤지컬'],['2006.11.23'],15세,2006,11
808,58,252,33,8.33,삼례 (Night Song),0,94,"['드라마', '판타지']",['2016.06.23'],15세,2016,6
809,0,0,691,3.37,상사부일체 - 두사부일체 3 (The Mafia The Salesman),0,110,"['코미디', '액션']",['2007.09.19'],15세,2007,9
810,1553,8746,524,8.75,상의원 (The Royal Tailor),0,127,['드라마'],['2014.12.24'],15세,2014,12
811,19,97,14,7.43,새 폴더,0,84,"['멜로/로맨스', '코미디']",['2014.12.18'],청소년,2014,12
812,0,0,342,8.62,새드 무비 (Sad Movie),1,108,"['멜로/로맨스', '드라마']",['2005.10.20'],12세,2005,10
813,34,109,14,7.0,새엄마,0,99,['멜로/로맨스'],['2016.11.03'],청소년,2016,11
814,117,267,34,6.47,새폴더2,0,88,[''],[],청소년,0,0
815,3,14,69,6.91,색다른 동거,0,93,"['판타지', '코미디TV영화']",[],청소년,0,0
816,15,23,12,5.42,색에 놀다,0,67,['멜로/로맨스'],[],청소년,0,0
817,0,0,10,7.7,색즉시공 (Sex Is Zero),0,96,['코미디'],['2002.12.13'],청소년,2002,12
818,0,0,197,6.59,색즉시공 시즌 2 (Sex Is Zero 2),0,115,['코미디'],['2007.12.12'],청소년,2007,12
819,0,0,19,2.42,색화동 (色畵動),0,72,"['드라마', '코미디']",['2007.11.15'],청소년,2007,11
820,0,0,43,8.95,샘터분식 (Shared Streets),0,82,['다큐멘터리'],['2009.11.26'],전체,2009,11
821,54,650,190,8.57,생각보다 맑은 (Clearer than You Think),0,77,['애니메이션'],['2015.01.22'],12세,2015,1
822,1,14,13,7.0,생강 (A Bit Bitter),0,14,[''],[],,0,0
823,0,0,123,7.06,생날선생 (Mr. Wacky),0,97,['코미디'],['2006.05.25'],15세,2006,5
824,14,303,68,5.22,생산적 활동 (Throw The Cross Away),0,97,['드라마'],[],,0,0
825,0,0,17,6.41,생생활활 (Eating Talking Faucking),0,100,['드라마'],['2013.03.21'],청소년,2013,3
826,1098,4085,1102,8.12,서부전선 (The Long Way Home),1,112,"['전쟁', '드라마']",['2015.09.24'],12세,2015,9
827,0,0,47,8.98,서서 자는 나무,0,103,"['드라마', '멜로/로맨스']",['2010.12.09'],전체,2010,12
828,64,1053,149,9.74,"서서평, 천천히 평온하게",1,78,['다큐멘터리'],['2017.04.26'],전체,2017,4
829,0,0,340,9.36,서양골동양과자점 앤티크 (Antique),1,109,['드라마'],['2008.11.13'],15세,2008,11
830,43,146,28,9.46,서울야행 (Midnight in seoul),0,117,"['멜로/로맨스', '코미디', '드라마']",['2016.05.05'],15세,2016,5
